name,socket,form_factor,max_memory,memory_slots
Asus PRIME B760M-R D4,LGA1700,Micro ATX,64,2
Gigabyte Z790 S WIFI DDR4 (rev. 1.0),LGA1700,ATX,128,4
EVGA X299 Micro,LGA2066,Micro ATX,128,4
Biostar H610MH D5,LGA1700,Micro ATX,96,2
Gigabyte GA-Z77-D3H,LGA1155,ATX,32,4
ASRock Z97 Pro4,LGA1150,ATX,32,4
MSI X99A GAMING 7,LGA2011-3,ATX,128,8
MSI Z170A GAMING PRO,LGA1151,ATX,64,4
Asus MAXIMUS IX CODE,LGA1151,ATX,64,4
ASRock A320M-DGS,AM4,Micro ATX,32,2
Asus ROG MAXIMUS XI CODE,LGA1151,ATX,128,4
MSI H110M PRO-VH,LGA1151,Micro ATX,32,2
Supermicro X11SCA-F,LGA1151,ATX,128,4
MSI X470 GAMING PRO MAX,AM4,ATX,128,4
Gigabyte H470 HD3,LGA1200,ATX,128,4
MSI MAG A520M VECTOR WIFI,AM4,Micro ATX,64,2
Gigabyte Z590 GAMING X,LGA1200,ATX,128,4
Gigabyte Z690 AORUS PRO DDR4,LGA1700,ATX,128,4
Asus PRIME H610I-PLUS,LGA1700,Mini ITX,96,2
Gigabyte B760M D3H DDR4,LGA1700,Micro ATX,128,4
Gigabyte H610M GAMING WIFI DDR4 (rev. 1.0),LGA1700,Micro ATX,64,2
Asus PRIME H510M-A R2.0,LGA1200,Micro ATX,64,2
Asus WS Z390 PRO,LGA1151,ATX,128,4
Gigabyte Z690M AORUS ELITE AX DDR4,LGA1700,Micro ATX,128,4
Asus M5A99X EVO R2.0,AM3+,ATX,32,4
Asus H97-PLUS,LGA1150,ATX,32,4
ASRock Z97 Anniversary,LGA1150,ATX,32,4
Asus ASUS B85M-E,LGA1150,Micro ATX,32,4
MSI B350 TOMAHAWK PLUS,AM4,ATX,64,4
Gigabyte GA-AX370-Gaming 3,AM4,ATX,64,4
MSI B360-A PRO,LGA1151,ATX,64,4
ASRock Fatal1ty X470 Gaming-ITX/ac,AM4,Mini ITX,32,2
MSI B450M BAZOOKA PLUS,AM4,Micro ATX,64,4
ASRock Z390 Taichi,LGA1151,ATX,128,4
Gigabyte B660M GAMING X AX DDR4,LGA1700,Micro ATX,128,4
MSI PRO B650M-A,AM5,Micro ATX,192,4
Asus PRIME H610M-K ARGB,LGA1700,Micro ATX,96,2
Gigabyte B760 AORUS MASTER DDR4,LGA1700,ATX,128,4
Asus TUF Z270 MARK 1,LGA1151,ATX,64,4
Gigabyte Z690I AORUS ULTRA,LGA1700,Mini ITX,96,2
ASRock EPC612D4U-8R,LGA2011-3 Narrow,Micro ATX,512,4
Asus PRIME Z270-AR,LGA1151,ATX,64,4
Asus WS C246 PRO,LGA1151,ATX,64,4
Gigabyte B660M GAMING DDR4,LGA1700,Micro ATX,64,2
Asus Z9PE-D8 WS,2 x LGA2011,SSI EEB,64,8
Asus P8Z77-I Deluxe,LGA1155,Mini ITX,16,2
Asus P8H61-I R2.0,LGA1155,Mini ITX,16,2
MSI 970A-G43,AM3+,ATX,32,4
MSI Z87-GD65 Gaming,LGA1150,ATX,32,4
Gigabyte GA-H81M-S2PV,LGA1150,Micro ATX,16,2
Gigabyte GA-F2A88XN-WIFI,FM2+,Mini ITX,64,2
MSI Z97-GAMING 7,LGA1150,ATX,32,4
ASRock Z97 Extreme6,LGA1150,ATX,32,4
Asus B85M-G R2.0,LGA1150,Micro ATX,32,4
MSI Z97A GAMING 6,LGA1150,ATX,32,4
Asus H110M-E/M.2,LGA1151,Micro ATX,32,2
Gigabyte GA-B250M-D3H,LGA1151,Micro ATX,64,4
Asus PRIME Q370M-C/CSM,LGA1151,Micro ATX,64,4
Asus PRIME B460M-K,LGA1200,Micro ATX,64,2
MSI MEG Z590 GODLIKE,LGA1200,EATX,128,4
Asus PRIME B560M-A/CSM,LGA1200,Micro ATX,128,4
Biostar B650MP-E PRO,AM5,Micro ATX,192,4
ASRock X570D4U-2L2T,AM4,Micro ATX,128,4
Gigabyte Z690I AORUS ULTRA PLUS (rev. 1.0),LGA1700,Mini ITX,96,2
Asus ROG STRIX B360-G GAMING,LGA1151,Micro ATX,64,4
MSI MAG B550 TORPEDO,AM4,ATX,128,4
Biostar B450MX-S,AM4,Micro ATX,128,4
Biostar G41D3C,LGA775,Micro ATX,8,2
Asus H81M-A,LGA1150,Micro ATX,16,2
Asus Z97-PRO(Wi-Fi ac),LGA1150,ATX,32,4
Asus MAXIMUS VII RANGER,LGA1150,ATX,32,4
ASRock Fatal1ty X99M Killer,LGA2011-3,Micro ATX,64,4
MSI B150M MORTAR,LGA1151,Micro ATX,64,4
Asus Z170 PRO GAMING/AURA,LGA1151,ATX,64,4
Intel BBS2600CP2J,2 x LGA2011,SSI EEB,512,16
Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0),LGA1151,ATX,64,4
MSI B350M PRO-VD PLUS,AM4,Micro ATX,32,2
Gigabyte Z370N WIFI,LGA1151,Mini ITX,32,2
Gigabyte B360M AORUS GAMING 3,LGA1151,Micro ATX,64,4
Gigabyte X399 AORUS PRO,sTR4,ATX,128,8
MSI B760M GAMING WIFI,LGA1700,Micro ATX,96,2
MSI Z270 SLI,LGA1151,ATX,64,4
Gigabyte Z370 AORUS Gaming 3 (rev. 1.0),LGA1151,ATX,64,4
Asus P8Z68-V PRO/GEN3,LGA1155,ATX,32,4
Gigabyte GA-Z87-HD3,LGA1150,ATX,32,4
ASRock X99M Extreme4,LGA2011-3,Micro ATX,64,4
MSI Z370I GAMING PRO CARBON AC,LGA1151,Mini ITX,32,2
Asus PRIME Z390M-PLUS,LGA1151,Micro ATX,128,4
Asus ROG STRIX B460-F GAMING,LGA1200,ATX,128,4
MSI MEG Z590 ACE,LGA1200,ATX,128,4
EVGA X570 DARK,AM4,EATX,64,2
MSI PRO B660M-P DDR4,LGA1700,Micro ATX,128,4
Gigabyte B650M H,AM5,Micro ATX,96,2
Asus PRIME H610M-A,LGA1700,Micro ATX,96,2
Gigabyte Q670M D3H,LGA1700,Micro ATX,128,4
Biostar B660GTN,LGA1700,Mini ITX,64,2
MSI MAG B660M MORTAR,LGA1700,Micro ATX,192,4
Colorful CVN Z790M FROZEN D5 V20,LGA1700,Micro ATX,128,4
Asus P6T,LGA1366,ATX,24,6
Gigabyte GA-P45T-ES3G,LGA775,ATX,16,4
Intel DQ67SWB3,LGA1155,Micro ATX,32,4
Gigabyte GA-B85M-D2V,LGA1150,Micro ATX,16,2
MSI X99S SLI Plus,LGA2011-3,ATX,128,8
Supermicro MBD-X10DAL-I-O,2 x LGA2011-3,ATX,512,8
Gigabyte GA-B85M-DS3H-A,LGA1150,Micro ATX,32,4
Asus MAXIMUS VIII GENE,LGA1151,Micro ATX,64,4
Gigabyte GA-B150M-DS3H,LGA1151,Micro ATX,64,4
Asus B150 PRO GAMING/AURA,LGA1151,ATX,64,4
Asus PRIME Z270-K,LGA1151,ATX,64,4
MSI Z270 TOMAHAWK,LGA1151,ATX,64,4
Gigabyte GA-AX370-Gaming,AM4,ATX,64,4
Asus TUF B360-Plus Gaming,LGA1151,ATX,64,4
Gigabyte Z370M DS3H,LGA1151,Micro ATX,64,4
Gigabyte GA-B365M-D3H,LGA1151,Micro ATX,64,4
ASRock Z490 Phantom Gaming 4,LGA1200,ATX,128,4
MSI MAG B460M BAZOOKA,LGA1200,Micro ATX,128,4
MSI A520M PRO-VDH,AM4,Micro ATX,128,4
MSI MAG Z690 TORPEDO,LGA1700,ATX,192,4
Gigabyte GA-Z97X-GAMING 7,LGA1150,ATX,32,4
Asus A68HM-Plus,FM2+,Micro ATX,32,2
Asus Z170-DELUXE,LGA1151,ATX,64,4
Asus A88X-PLUS/USB 3.1,FM2+,ATX,64,4
MSI X370 KRAIT GAMING,AM4,ATX,64,4
Asus STRIX X299-E GAMING,LGA2066,ATX,128,8
MSI X299 RAIDER,LGA2066,ATX,128,8
Asus ROG RAMPAGE VI EXTREME,LGA2066,EATX,128,8
MSI Z370 PC PRO,LGA1151,ATX,64,4
MSI Z370M GAMING PRO AC,LGA1151,Micro ATX,64,4
Gigabyte B360M D3P,LGA1151,Micro ATX,64,4
ASRock Z390M Pro4,LGA1151,Micro ATX,128,4
Asus Prime H310I-PLUS R2.0/CSM,LGA1151,Mini ITX,32,2
MSI PRESTIGE X570 CREATION,AM4,EATX,128,4
Asus TUF Z390-PLUS GAMING,LGA1151,ATX,128,4
Asus PRIME X570-P/CSM,AM4,ATX,128,4
Asus TUF GAMING B460M-PLUS,LGA1200,Micro ATX,128,4
Asus PRIME H410M-A/CSM,LGA1200,Micro ATX,64,2
ASRock Z590M Phantom Gaming 4,LGA1200,Micro ATX,128,4
Gigabyte H510M S2H,LGA1200,Micro ATX,64,2
Supermicro MBD-X11SSV-Q-O,LGA1151,Mini ITX,32,2
Supermicro MBD-X11SCV-Q-O,LGA1151,Mini ITX,64,2
ASRock X370 Killer SLI,AM4,ATX,64,4
ASRock B460 Steel Legend,LGA1200,ATX,128,4
Asus MAXIMUS VIII EXTREME,LGA1151,EATX,64,4
Biostar B660GTA,LGA1700,ATX,128,4
Gigabyte Z790M AORUS ELITE,LGA1700,Micro ATX,192,4
EVGA 270-WS-W555-A1,2 x LGA1366,HPTX,48,12
Asus P9X79,LGA2011,ATX,64,8
Gigabyte GA-970A-D3P,AM3+/AM3,ATX,32,4
Gigabyte GA-Z97X-UD3H,LGA1150,ATX,32,4
Gigabyte GA-Z170-HD3P,LGA1151,ATX,64,4
Asus B150M-C,LGA1151,Micro ATX,64,4
Asus SABERTOOTH Z170 S,LGA1151,ATX,64,4
ASRock X370 Gaming-ITX/ac,AM4,Mini ITX,32,2
ASRock Z370 Taichi,LGA1151,ATX,64,4
Gigabyte H370 HD3,LGA1151,ATX,64,4
ASRock X299 CREATOR,LGA2066,ATX,256,8
ASRock B460M-ITX/ac,LGA1200,Mini ITX,64,2
Colorful CVN B550M GAMING FROZEN V14,AM4,Micro ATX,128,4
ASRock H510M-HDV,LGA1200,Micro ATX,64,2
Gigabyte B650 AORUS ELITE,AM5,ATX,192,4
Gigabyte B760M AORUS ELITE,LGA1700,Micro ATX,192,4
ASRock B650 PG Lightning WiFi,AM5,ATX,192,4
Asus PRIME H510M-R R2.0,LGA1200,Micro ATX,64,2
ASRock H170 Pro4S,LGA1151,ATX,64,4
Gigabyte X299 DESIGNARE EX,LGA2066,ATX,128,8
Gigabyte Z490 AORUS PRO AX,LGA1200,ATX,128,4
Gigabyte GA-Z77X-UD5H,LGA1155,ATX,32,4
ASRock H81 Pro BTC,LGA1150,ATX,16,2
Gigabyte GA-Z170X-UD3,LGA1151,ATX,64,4
Gigabyte GA-H170-GAMING 3,LGA1151,ATX,64,4
Asus B150M-A D3,LGA1151,Micro ATX,64,4
MSI X99A GODLIKE GAMING CARBON,LGA2011-3,EATX,128,8
Asus Prime H370M-Plus/CSM,LGA1151,Micro ATX,64,4
Gigabyte H310M DS2,LGA1151,Micro ATX,32,2
MSI MAG Z390M MORTAR,LGA1151,Micro ATX,128,4
ASRock A320M-HDV R3.0,AM4,Micro ATX,32,2
ASRock H310CM-HDV/M.2,LGA1151,Micro ATX,32,2
Gigabyte C246M-WU4,LGA1151,Micro ATX,128,4
Asus PRIME Z490M-PLUS,LGA1200,Micro ATX,128,4
Asus ROG STRIX B460-H GAMING,LGA1200,ATX,128,4
MSI B460M PRO-VDH,LGA1200,Micro ATX,128,4
Gigabyte Z590 UD,LGA1200,ATX,128,4
ASRock Z790-C,LGA1700,ATX,192,4
ASRock X470D4U,AM4,Micro ATX,64,4
Asus B760M-AYW WIFI,LGA1700,Micro ATX,96,2
Supermicro C9X299-PG300F,LGA2066,ATX,256,8
MSI PRO B760-P II,LGA1700,ATX,256,4
MSI PRO-B660M-B-DDR4,LGA1700,Micro ATX,64,2
Asus X99-E WS/USB 3.1,LGA2011-3,SSI CEB,128,8
MSI Z77 MPOWER,LGA1155,ATX,32,4
Asus Z97-PRO,LGA1150,ATX,32,4
Asus PRIME B250M-C-CSM,LGA1151,Micro ATX,64,4
Gigabyte GA-Z270-HD3,LGA1151,ATX,64,4
Biostar X370GTN,AM4,Mini ITX,32,2
Gigabyte B360M D2V,LGA1151,Micro ATX,32,2
MSI B450M PRO-M2 V2,AM4,Micro ATX,32,2
ASRock X570 Phantom Gaming X,AM4,ATX,128,4
ASRock Z490 Extreme4,LGA1200,ATX,128,4
ASRock Z490 Pro4,LGA1200,ATX,128,4
ASRock Z490M-ITX/ac,LGA1200,Mini ITX,64,2
ASRock B560M-ITX/ac,LGA1200,Mini ITX,64,2
MSI PRO H610M-S DDR4,LGA1700,Micro ATX,64,2
Biostar Racing Z490A-Silver,LGA1200,ATX,128,4
Asus PRIME B650M-A,AM5,Micro ATX,128,4
ASRock Z590 Extreme WiFi 6E,LGA1200,ATX,128,4
Intel DH61CRB3,LGA1155,Micro ATX,8,2
Asus P8Z68-V LX,LGA1155,ATX,32,4
Asus P8B75-M LX PLUS,LGA1155,Micro ATX,16,2
Gigabyte GA-Z97MX-Gaming 5,LGA1150,Micro ATX,32,4
MSI B150M PRO-VDH,LGA1151,Micro ATX,64,4
Asus ROG STRIX B350-I GAMING,AM4,Mini ITX,32,2
ASRock B360 Pro4,LGA1151,ATX,64,4
Gigabyte B360M D3H,LGA1151,Micro ATX,64,4
MSI H310M PRO-VDH,LGA1151,Micro ATX,32,2
Asus TUF Z370-Plus Gaming II,LGA1151,ATX,64,4
Gigabyte B460 HD3,LGA1200,ATX,128,4
Asus ROG STRIX B560-I GAMING WIFI,LGA1200,Mini ITX,64,2
MSI A520M PRO-VH,AM4,Micro ATX,64,2
Biostar B650EGTQ,AM5,Micro ATX,192,4
ASRock Fatal1ty Z170 Gaming K4,LGA1151,ATX,64,4
Supermicro MBD-X11SSL-F-O,LGA1151,Micro ATX,64,4
Supermicro X9SRA,LGA2011,ATX,64,8
Asus P9X79 PRO,LGA2011,ATX,64,8
Asus P8Z77-V,LGA1155,ATX,32,4
ASRock H61M-DGS,LGA1155,Micro ATX,16,2
Asus H81M-D PLUS,LGA1150,Micro ATX,16,2
Asus H97I-PLUS,LGA1150,Mini ITX,16,2
MSI C236A WORKSTATION,LGA1151,ATX,64,4
ASRock Z270 Pro4,LGA1151,ATX,64,4
Gigabyte GA-H270-Gaming 3,LGA1151,ATX,64,4
Gigabyte Z370 HD3P (rev. 1.0),LGA1151,ATX,64,4
Gigabyte X399 DESIGNARE EX,sTR4,ATX,128,8
Gigabyte H410M H,LGA1200,Micro ATX,64,2
MSI B460M PRO,LGA1200,Micro ATX,64,2
Biostar B660GTQ,LGA1700,Micro ATX,128,4
ASRock Z490 Taichi,LGA1200,ATX,128,4
ASRock H470M-HDV/M.2,LGA1200,Micro ATX,64,2
Asus P5Q-EM DO,LGA775,Micro ATX,16,4
Asus Maximus VI Impact,LGA1150,Mini ITX,16,2
Asus H97-PRO GAMER,LGA1150,ATX,32,4
Gigabyte GA-Z97P-D3,LGA1150,ATX,32,4
ASRock X99E-ITX/ac,LGA2011-3 Narrow,Mini ITX,32,2
MSI Z170A KRAIT GAMING,LGA1151,ATX,64,4
Gigabyte GA-Z170MX-Gaming 5,LGA1151,Micro ATX,64,4
Asus Z170-PRO,LGA1151,ATX,64,4
Asus H110M-A,LGA1151,Micro ATX,32,2
MSI H270 TOMAHAWK ARCTIC,LGA1151,ATX,64,4
Asus TUF B350M-PLUS GAMING,AM4,Micro ATX,64,4
Asus PRIME B350M-E,AM4,Micro ATX,32,2
MSI A320M PRO-VD/S,AM4,Micro ATX,32,2
MSI B360I GAMING PRO AC,LGA1151,Mini ITX,32,2
Asus TUF B360M-E GAMING,LGA1151,Micro ATX,32,2
ASRock Z390 Phantom Gaming SLI/ac,LGA1151,ATX,128,4
Gigabyte B460 AORUS PRO AC,LGA1200,ATX,128,4
ASRock B460 Phantom Gaming 4,LGA1200,ATX,128,4
MSI MEG Z590I UNIFY,LGA1200,Mini ITX,64,2
Gigabyte H610M K,LGA1700,Micro ATX,96,2
Asus PRIME Z790-V WIFI-CSM,LGA1700,ATX,192,4
Asus PRIME H610M-D,LGA1700,Micro ATX,96,2
MSI MAG B760M MORTAR II,LGA1700,Micro ATX,192,4
Biostar B760MX2-E D4,LGA1700,Micro ATX,64,2
Gigabyte Z490 AORUS ULTRA,LGA1200,ATX,128,4
Asus P5KPL-AM EPU,LGA775,Micro ATX,4,2
MSI G41M-P33,LGA775,Micro ATX,4,2
Gigabyte GA-F2A88XM-D3H,FM2+,Micro ATX,64,4
MSI AM1I,AM1,Mini ITX,32,2
ASRock Z97 Extreme4,LGA1150,ATX,32,4
Asus Z97-E,LGA1150,ATX,32,4
Gigabyte GA-H81M-S2H,LGA1150,Micro ATX,16,2
MSI B85M-E45,LGA1150,Micro ATX,32,4
Asus B85M-GAMER,LGA1150,Micro ATX,32,4
Gigabyte GA-H170M-D3H,LGA1151,Micro ATX,64,4
Asus X99-E,LGA2011-3,ATX,128,8
ASRock B250 Pro4,LGA1151,ATX,64,4
ASRock Z270M Pro4,LGA1151,Micro ATX,64,4
ASRock Fatal1ty X370 Gaming K4,AM4,ATX,64,4
Asus STRIX B250H Gaming,LGA1151,ATX,64,4
ASRock A320M Pro4,AM4,Micro ATX,64,4
MSI A320M GAMING PRO,AM4,Micro ATX,32,2
Gigabyte GA-A320MA-M.2 (rev. 1.0),AM4,Micro ATX,64,4
Gigabyte H310M S2,LGA1151,Micro ATX,32,2
Asus TUF H370-Pro Gaming (WI-FI),LGA1151,ATX,64,4
Gigabyte Z690 UD AX,LGA1700,ATX,192,4
Colorful CVN B760I FROZEN WIFI V20,LGA1700,Mini ITX,64,2
Gigabyte H510M K,LGA1200,Micro ATX,64,2
Asus ROG Maximus XIII Apex,LGA1200,ATX,64,2
Biostar B760MZ-E PRO,LGA1700,Micro ATX,192,4
Asus PRIME X299-DELUXE,LGA2066,ATX,128,8
MSI X470 GAMING M7 AC,AM4,ATX,64,4
Gigabyte Z690M DS3H DDR4,LGA1700,Micro ATX,128,4
MSI PRO B660M-P WIFI DDR4,LGA1700,Micro ATX,128,4
Gigabyte GA-H110M-M.2,LGA1151,Micro ATX,32,2
Asus PRIME B760M-A-CSM,LGA1700,Micro ATX,128,4
Gigabyte GA-H55M-S2V,LGA1156,Micro ATX,16,2
Asus P5G41T-M LX,LGA775,Micro ATX,8,2
Foxconn H61S,LGA1155,Mini ITX,8,2
Gigabyte GA-B75M-D3V,LGA1155,Micro ATX,16,2
Asus Z87-K,LGA1150,ATX,32,4
Gigabyte GA-B85-HD3,LGA1150,ATX,32,4
ASRock H81M-HDS,LGA1150,Micro ATX,16,2
Asus H81-GAMER,LGA1150,ATX,16,4
Asus X99-PRO/USB 3.1,LGA2011-3,ATX,64,8
Asus Z170M-PLUS,LGA1151,Micro ATX,64,4
MSI B150I GAMING PRO AC,LGA1151,Mini ITX,32,2
Gigabyte GA-X99-Designare EX,LGA2011-3,ATX,128,8
Supermicro X10SDV-8C-TLN4F,Integrated Xeon D-1541,Mini ITX,64,4
ASRock Z170 Extreme4,LGA1151,ATX,64,4
Gigabyte GA-Z270XP-SLI,LGA1151,ATX,64,4
MSI B250I GAMING PRO AC,LGA1151,Mini ITX,32,2
Gigabyte GA-AB350M-D3H,AM4,Micro ATX,64,4
ASRock B360M-ITX/ac,LGA1151,Mini ITX,32,2
MSI H310M PRO-VH,LGA1151,Micro ATX,32,2
ASRock H310M-HDV,LGA1151,Micro ATX,32,2
Gigabyte C246N-WU2,LGA1151,Mini ITX,64,2
Gigabyte B560M AORUS PRO,LGA1200,Micro ATX,128,4
Gigabyte Z690 UD,LGA1700,ATX,192,4
Gigabyte B660M GAMING AC DDR4,LGA1700,Micro ATX,64,2
Biostar X670E VALKYRIE,AM5,ATX,192,4
Asus PRIME H610M-D D4-CSM,LGA1700,Micro ATX,64,2
Gigabyte GA-X58A-UD7,LGA1366,ATX,24,6
ASRock C246 WS,LGA1151,ATX,64,4
Gigabyte GA-B250M-HD3,LGA1151,Micro ATX,32,2
Asus ROG STRIX B560-E GAMING WIFI,LGA1200,ATX,128,4
Intel DH67BL,LGA1155,Micro ATX,32,4
Asus KGPE-D16,2 x G34,SSI EEB,256,16
ASRock H77M,LGA1155,Micro ATX,16,2
Asus H81I-PLUS,LGA1150,Mini ITX,16,2
MSI H81I,LGA1150,Mini ITX,16,2
Gigabyte GA-H81M-D2V,LGA1150,Micro ATX,16,2
Gigabyte GA-H81M-S1,LGA1150,Micro ATX,16,2
Asus X99-A/USB 3.1,LGA2011-3,ATX,64,8
ASRock H170M Pro4,LGA1151,Micro ATX,64,4
MSI H170 Gaming M3,LGA1151,ATX,64,4
Asus MAXIMUS VIII FORMULA,LGA1151,ATX,64,4
Asus B150I PRO GAMING/WIFI/AURA,LGA1151,Mini ITX,32,2
MSI B150M BAZOOKA PLUS,LGA1151,Micro ATX,64,4
Asus PRIME H270-PRO,LGA1151,ATX,64,4
Gigabyte GA-B250M-D2V,LGA1151,Micro ATX,32,2
Asus PRIME B360M-C/CSM,LGA1151,Micro ATX,64,4
Asus ROG STRIX Z490-H GAMING,LGA1200,ATX,128,4
ASRock H410M-ITX/ac,LGA1200,Mini ITX,64,2
ASRock X570D4U,AM4,Micro ATX,128,4
Asus Pro A620M-C-CSM,AM5,Micro ATX,96,2
ASRock Fatal1ty Z370 Professional Gaming i7,LGA1151,ATX,64,4
ASRock X470D4U2-2T,AM4,Micro ATX,64,4
Asus Crosshair IV Extreme,AM3,EATX,16,4
Biostar Z790 VALKYRIE,LGA1700,ATX,192,4
Asus PRIME H510M-R,LGA1200,Micro ATX,64,2
Gigabyte Z790 AORUS TACHYON,LGA1700,EATX,96,2
Intel DG33TLM,LGA775,Micro ATX,8,4
Asus PRIME H410M-D,LGA1200,Micro ATX,64,2
Asus P6X58D Premium,LGA1366,ATX,24,6
Intel DQ77KB,LGA1155,Thin Mini ITX,16,2
Asus P9X79 LE,LGA2011,ATX,64,8
ASRock B85M Pro4,LGA1150,Micro ATX,32,4
MSI B85-G41 PC Mate,LGA1150,ATX,32,4
ASRock C226M WS,LGA1150,Micro ATX,32,4
EVGA Stinger WiFi,LGA1150,Mini ITX,16,2
ECS KAM1-I(1.0),AM1,Mini ITX,16,2
MSI Z170M Mortar,LGA1151,Micro ATX,64,4
Gigabyte GA-990FXA-UD3 R5,AM3+,ATX,32,4
Asus H110M-PLUS,LGA1151,Micro ATX,32,2
MSI H110M ECO,LGA1151,Micro ATX,32,2
Gigabyte GA-Z170-Gaming K3,LGA1151,ATX,64,4
ECS H110M4-C23,LGA1151,Micro ATX,32,2
MSI X370 GAMING PRO,AM4,ATX,64,4
Asus STRIX B250I GAMING,LGA1151,Mini ITX,32,2
MSI X299 TOMAHAWK ARCTIC,LGA2066,ATX,256,8
ASRock Fatal1ty Z370 Gaming-ITX/ac,LGA1151,Mini ITX,32,2
Gigabyte H310M S2P,LGA1151,Micro ATX,32,2
Gigabyte Z370 AORUS ULTRA GAMING WIFI,LGA1151,ATX,64,4
Gigabyte B460M AORUS PRO,LGA1200,Micro ATX,128,4
Asus ROG STRIX B460-I GAMING,LGA1200,Mini ITX,64,2
Asus ROG STRIX B460-G GAMING,LGA1200,Micro ATX,128,4
Gigabyte B660M AORUS Pro DDR4,LGA1700,Micro ATX,128,4
ASRock Z690-C/ac,LGA1700,ATX,128,4
MSI PRO B760M-B,LGA1700,Micro ATX,96,2
Biostar A620MT,AM5,Micro ATX,96,2
Gigabyte Z490 GAMING X AX,LGA1200,ATX,128,4
Asus PRIME H510M-D,LGA1200,Micro ATX,64,2
Asus ROG MAXIMUS XII EXTREME,LGA1200,EATX,128,4
Asus ROG STRIX X370-I GAMING,AM4,Mini ITX,32,2
Asus PRIME A520M-A/CSM,AM4,Micro ATX,128,4
Intel DH55TC,LGA1156,Micro ATX,16,4
Zotac GF9300-K-E,LGA775,Mini ITX,8,2
Asus P8P67 PRO,LGA1155,ATX,32,4
Asus P8B75-M/CSM,LGA1155,Micro ATX,32,4
Asus Maximus V Formula,LGA1155,EATX,32,4
Gigabyte GA-Z97-D3H,LGA1150,ATX,32,4
ASRock Fatal1ty Z97M Killer,LGA1150,Micro ATX,32,4
MSI X99A XPOWER GAMING TITANIUM,LGA2011-3,EATX,128,8
MSI H270 GAMING M3,LGA1151,ATX,64,4
MSI H270-A PRO,LGA1151,ATX,64,4
ASRock H370M Pro4,LGA1151,Micro ATX,64,4
Gigabyte H310M A,LGA1151,Micro ATX,32,2
ASRock Fatal1ty X470 Gaming K4,AM4,ATX,64,4
ASRock X470 Taichi Ultimate,AM4,ATX,64,4
ECS H81H3-M4 (V1.0A),LGA1150,Micro ATX,16,2
Gigabyte Z490M GAMING X,LGA1200,Micro ATX,128,4
ASRock H410M-HVS,LGA1200,Micro ATX,64,2
MSI MEG Z590 ACE GOLD EDITION,LGA1200,ATX,128,4
EVGA Z690 CLASSIFIED,LGA1700,EATX,128,4
MSI Z590 PRO WIFI (CEC),LGA1200,ATX,128,4
Intel D525MW,Integrated Atom D525,Mini ITX,4,2
ASRock Fatal1ty Z370 Gaming K6,LGA1151,ATX,64,4
Gigabyte Z690 AORUS XTREME,LGA1700,EATX,192,4
Asus Sabertooth P67,LGA1155,ATX,32,4
Gigabyte GA-X79-UD3,LGA2011,ATX,32,4
Gigabyte GA-Z77-DS3H,LGA1155,ATX,32,4
Asus P8Z77-M PRO,LGA1155,Micro ATX,32,4
Gigabyte GA-H87-D3H,LGA1150,ATX,32,4
ASRock Fatal1ty X99X Killer,LGA2011-3,ATX,128,8
Asus Z170M-E D3,LGA1151,Micro ATX,64,4
Gigabyte GA-B150M-D2V DDR3,LGA1151,Micro ATX,16,2
MSI H110I Pro,LGA1151,Mini ITX,32,2
Asus PRIME B250M-PLUS,LGA1151,Micro ATX,64,4
Gigabyte GA-H270M-DS3H,LGA1151,Micro ATX,64,4
MSI X399 SLI PLUS,sTR4,ATX,128,8
MSI H310M PRO-VD,LGA1151,Micro ATX,32,2
Gigabyte H370M D3H,LGA1151,Micro ATX,64,4
MSI B360M GAMING PLUS,LGA1151,Micro ATX,32,2
ASRock H310M-ITX/ac,LGA1151,Mini ITX,32,2
Asus PRIME B350M-K,AM4,Micro ATX,32,2
MSI B450M PRO-VDH V2,AM4,Micro ATX,64,4
Gigabyte B460M D3H,LGA1200,Micro ATX,128,4
Asus TUF GAMING B460-PRO (WI-FI),LGA1200,ATX,128,4
Asus TUF GAMING H470-PRO (WI-FI),LGA1200,ATX,128,4
MSI MPG B460I GAMING EDGE WIFI,LGA1200,Mini ITX,64,2
Asus PRIME H570-PLUS,LGA1200,ATX,128,4
ASRock H510M/ac,LGA1200,Micro ATX,64,2
EVGA X570 FTW WIFI,AM4,ATX,128,4
Asus PRIME H310M-D R2.0,LGA1151,Micro ATX,32,2
Gigabyte B760M D2H DDR4,LGA1700,Micro ATX,64,2
Asus PRIME H610M-R,LGA1700,Micro ATX,96,2
Asus PRIME Z790-V AX-CSM,LGA1700,ATX,192,4
ASRock Z390 Phantom Gaming 6,LGA1151,ATX,128,4
EVGA X299 FTW K,LGA2066,EATX,256,8
ASRock X570 Extreme4,AM4,ATX,128,4
MSI MAG Z590 TORPEDO,LGA1200,ATX,128,4
Gigabyte H310N,LGA1151,Mini ITX,32,2
MSI 760GM-P23 (FX),AM3+,Micro ATX,16,2
Asus M5A78L-M LX PLUS,AM3+,Micro ATX,16,2
Asus P8H77-V LE,LGA1155,ATX,32,4
Asus P8H77-M PRO,LGA1155,Micro ATX,32,4
Intel DH87RL,LGA1150,Micro ATX,32,4
MSI H81M-E34,LGA1150,Micro ATX,16,2
Asus MAXIMUS VII FORMULA,LGA1150,ATX,32,4
MSI X99S Gaming 7,LGA2011-3,ATX,128,8
